"","Segment","Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll"
"1251",3,164884,0,35226,18,1734,2,5283
"1252",1,29707,0,300,3,0,0,5275
"1253",4,26325,0,14559,20,1310,2,5521
"1254",4,28553,0,13844,5,0,0,5517
"1255",4,152421,0,17045,20,500,1,5510
"1256",1,17699,0,0,0,0,0,5505
"1257",3,70565,2408,25261,15,750,2,5499
"1258",1,15450,0,50,1,50,1,5499
"1259",2,71736,0,53602,25,50,1,5485
"1260",3,37926,0,25153,7,0,0,5845
"1261",3,58628,0,22581,13,0,0,5471
"1262",1,31007,0,5700,6,1200,4,5465
"1263",1,11494,0,8425,15,4700,11,5487
"1264",1,27469,0,1,3,0,0,5461
"1265",1,44760,0,3105,6,100,2,5455
"1266",1,7210,0,2402,13,0,0,5449
"1267",3,92402,0,40825,14,0,0,5443
"1268",1,22831,0,4500,15,0,0,5442
"1269",2,59113,0,46808,32,0,0,5435
"1270",2,24608,0,62774,21,0,0,5430
"1271",4,16103,0,10819,13,0,0,5427
"1272",1,51261,0,2000,4,2000,4,4904
"1273",1,24698,0,1329,5,500,1,4267
"1274",2,88177,0,53468,19,400,1,5080
"1275",1,74453,0,5500,3,0,0,5181
"1276",1,39601,0,4066,12,0,0,5434
"1277",1,1227,0,0,0,0,0,5786
"1278",3,138254,0,24100,9,0,0,5420
"1279",1,18046,0,162,4,0,0,5416
"1280",4,108395,0,8598,8,0,0,5416
"1281",1,21839,0,1375,4,0,0,5411
"1282",2,11542,0,49100,16,1500,3,5405
"1283",3,41648,0,32117,35,2200,5,5408
"1284",2,39908,0,45824,29,0,0,5394
"1285",1,14889,0,1500,2,0,0,5393
"1286",2,103796,0,63335,26,250,1,5021
"1287",1,69323,0,5140,2,0,0,4786
"1288",1,21599,0,5561,13,0,0,5302
"1289",2,60936,0,56381,17,0,0,5051
"1290",4,148053,0,10250,2,250,1,5301
"1291",1,10702,0,200,2,200,2,5272
"1292",1,249,0,1000,1,0,0,5204
"1293",1,36290,0,8600,13,2600,9,5111
"1294",2,157416,0,67795,16,0,0,5132
"1295",1,1511,0,2250,11,0,0,5051
"1296",2,184701,0,45629,13,500,1,4989
"1297",1,139298,0,0,0,0,0,4965
"1298",1,82380,0,2601,13,0,0,5071
"1299",1,115591,867,9500,20,2500,16,4967
"1300",1,107333,0,4374,5,1874,4,5063
"1301",2,737514,0,43993,40,2150,7,5030
"1302",1,23023,0,0,0,0,0,5087
"1303",1,43403,1846,3350,12,3350,12,3930
"1304",1,15719,0,5740,13,0,0,4974
"1305",4,128676,0,8500,3,0,0,5164
"1306",1,8836,0,4788,6,808,3,4544
"1307",2,94875,0,58314,25,800,7,4736
"1308",1,27243,0,6785,12,0,0,4606
"1309",1,64969,0,1135,13,0,0,4996
"1310",1,6112,0,0,0,0,0,5072
"1311",3,71784,0,39276,20,0,0,4936
"1312",1,31484,0,3125,11,0,0,4117
"1313",1,17995,0,0,0,0,0,4994
"1314",3,40994,0,26916,15,500,1,5078
"1315",2,286101,1000,72965,31,3000,11,4666
"1316",3,205219,0,30347,19,0,0,4792
"1317",3,74777,0,20630,8,0,0,5384
"1318",3,218191,0,24630,17,0,0,5240
"1319",1,22132,0,0,0,0,0,5150
"1320",1,83508,1514,11268,13,2176,2,5069
"1321",3,88122,0,19408,13,0,0,5174
"1322",2,152284,0,77045,38,1648,10,4996
"1323",1,4146,0,3750,9,0,0,5210
"1324",1,25272,0,0,0,0,0,5189
"1325",1,21855,0,200,3,0,0,5383
"1326",2,63454,0,49068,13,0,0,5383
"1327",1,24292,0,6558,10,0,0,5276
"1328",2,60168,0,44133,16,0,0,4313
"1329",1,9554,0,2710,3,0,0,5064
"1330",4,30130,0,9192,15,0,0,4993
"1331",1,12665,0,4125,24,0,0,4539
"1332",1,9860,0,99,1,99,1,5055
"1333",1,10069,0,200,1,0,0,4933
"1334",1,2224,0,0,0,0,0,5098
"1335",1,40576,0,0,0,0,0,5118
"1336",1,5667,0,5667,4,0,0,4937
"1337",1,59791,0,3254,7,0,0,4602
"1338",2,128664,8019,44298,16,50,1,5155
"1339",1,126947,0,2350,2,350,1,5167
"1340",3,189235,0,20487,20,0,0,5282
"1341",1,38604,0,625,5,0,0,5184
"1342",4,73008,0,12930,18,0,0,5050
"1343",1,62942,500,4752,8,2121,6,5070
"1344",1,33057,763,5190,5,0,0,4828
"1345",3,42572,0,21809,14,100,1,5070
"1346",1,38671,0,2200,9,1000,5,5192
"1347",1,5320,0,2275,9,0,0,5084
"1348",3,228529,0,24687,14,500,1,4924
"1349",1,46272,0,5720,10,800,3,5092
"1350",4,113758,0,12616,14,0,0,5199
"1351",1,105458,0,750,4,700,2,4924
"1352",4,39946,0,16951,14,0,0,5282
"1353",3,92859,0,33378,15,0,0,5185
"1354",2,25158,0,52278,17,0,0,5079
"1355",3,82270,0,24612,6,0,0,5270
"1356",4,97155,0,10004,3,0,0,5244
"1357",4,153197,0,14712,17,100,1,5189
"1358",1,55864,0,3691,6,500,1,5251
"1359",3,23890,0,35574,19,0,0,5031
"1360",1,46545,1000,0,0,0,0,5066
"1361",1,7354,0,0,0,0,0,5050
"1362",1,45031,0,1000,1,0,0,5227
"1363",3,16125,0,23288,17,0,0,5210
"1364",1,200,0,200,1,200,1,5254
"1365",2,195754,0,98535,40,2550,9,5202
"1366",4,54189,0,8940,17,0,0,4791
"1367",1,15439,0,490,3,0,0,5147
"1368",1,56308,0,2500,3,1000,2,4688
"1369",1,1000,0,0,0,0,0,4769
"1370",1,45412,0,1100,3,1100,3,5163
"1371",4,21582,0,10811,15,0,0,4695
"1372",1,16866,0,0,0,0,0,5072
"1373",3,86011,0,31769,18,0,0,5381
"1374",1,31786,0,2661,10,0,0,5380
"1375",1,16994,0,1550,3,1050,2,5379
"1376",1,5824,0,0,0,0,0,5401
"1377",4,17587,0,17587,7,0,0,5367
"1378",1,1000,0,0,0,0,0,5367
"1379",2,91670,0,48193,17,1000,2,5365
"1380",2,92800,0,62042,23,350,1,5358
"1381",3,31134,0,20108,17,0,0,5352
"1382",1,57002,0,2570,13,0,0,5350
"1383",2,66516,0,45406,16,200,1,5311
"1384",4,18154,0,7748,16,0,0,5310
"1385",2,320997,2556,82255,24,0,0,5345
"1386",2,14345,0,50752,16,0,0,5487
"1387",4,43603,0,17100,4,100,1,5335
"1388",1,1836,0,850,4,350,3,5329
"1389",1,156041,0,5644,13,0,0,5324
"1390",4,49145,0,12755,22,2450,7,5323
"1391",1,11648,0,475,4,0,0,5318
"1392",1,14525,0,4625,28,0,0,5317
"1393",1,10689,0,2750,15,0,0,5315
"1394",1,37552,0,100,1,0,0,5340
"1395",2,210350,0,56754,14,0,0,5302
"1396",3,26156,0,23831,16,0,0,5297
"1397",1,32061,0,1100,6,0,0,5295
"1398",2,355145,0,61926,29,806,8,5288
"1399",1,6000,0,0,0,0,0,5286
"1400",4,30892,0,11474,11,0,0,5283
"1401",4,29263,0,15184,13,0,0,5279
"1402",3,221432,0,31975,21,0,0,5275
"1403",1,43761,0,5398,16,0,0,5268
"1404",1,21393,0,5040,2,0,0,5262
"1405",1,108950,0,3300,9,3300,9,5259
"1406",3,25089,0,40763,19,550,2,5259
"1407",3,77709,0,36028,19,100,2,5253
"1408",3,22533,1000,22206,17,100,1,5248
"1409",4,25302,0,11312,13,0,0,5245
"1410",1,11908,0,0,0,0,0,5240
"1411",1,176982,0,2299,9,0,0,5234
"1412",2,8723,0,77923,15,0,0,5231
"1413",1,9071,0,1647,9,0,0,5225
"1414",3,144848,0,37056,15,0,0,5219
"1415",2,130364,0,62083,15,250,1,5213
"1416",3,15592,4924,37173,13,0,0,5209
"1417",1,25404,0,2125,7,500,1,5203
"1418",1,34584,0,6962,21,1500,7,5202
"1419",3,32313,0,29188,27,0,0,5397
"1420",3,168897,0,37451,24,400,2,5189
"1421",3,68891,1697,37257,14,500,1,5178
"1422",1,18068,0,0,0,0,0,5174
"1423",2,137134,0,92740,20,0,0,5170
"1424",1,26561,0,100,1,0,0,4926
"1425",4,22093,0,14857,11,200,1,2587
"1426",2,58538,1739,48670,19,500,2,4352
"1427",1,29667,0,5304,19,0,0,4841
"1428",4,88093,0,15518,13,343,1,4660
"1429",1,472241,500,3600,12,3500,11,5045
"1430",3,62569,0,33765,19,50,1,4888
"1431",2,20982,0,44238,18,0,0,4716
"1432",1,44665,0,333,2,333,2,3601
"1433",1,22639,0,1840,4,0,0,5168
"1434",1,120152,0,6250,27,3750,26,4497
"1435",1,51402,0,4375,14,0,0,4978
"1436",1,32749,0,450,3,450,3,5050
"1437",2,170309,0,66546,20,4130,4,5009
"1438",1,18924,0,4000,18,0,0,5168
"1439",3,61919,0,39163,14,350,1,5157
"1440",1,193547,0,3544,12,0,0,5153
"1441",1,57927,0,1500,3,1500,3,5149
"1442",2,161321,0,59645,21,0,0,5147
"1443",1,66936,2370,3450,5,950,4,5147
"1444",1,72178,0,2100,10,0,0,5139
"1445",1,33964,0,300,3,0,0,5128
"1446",4,94272,0,11098,16,0,0,5121
"1447",1,53360,0,7251,5,6251,4,5120
"1448",1,3578,0,0,0,0,0,5114
"1449",1,29342,0,5835,4,0,0,5153
"1450",4,28228,0,12948,13,300,1,5108
"1451",2,118601,0,51240,19,0,0,5105
"1452",1,24660,0,7206,14,0,0,5136
"1453",3,147822,0,42469,18,0,0,5107
"1454",3,190208,0,37122,38,1800,6,5091
"1455",1,2625,0,125,1,0,0,5087
"1456",3,49438,0,33912,14,0,0,5085
"1457",4,24930,0,13060,9,0,0,5084
"1458",4,89835,0,9058,11,0,0,5080
"1459",4,46734,0,10007,18,0,0,5080
"1460",4,315273,0,12584,9,4084,4,5079
"1461",1,50,0,50,1,50,1,5073
"1462",2,97416,0,63679,29,0,0,5093
"1463",2,127768,0,65264,21,250,1,5064
"1464",2,139882,0,47089,15,0,0,4859
"1465",1,10740,0,0,0,0,0,4926
"1466",1,57330,0,380,3,0,0,4986
"1467",1,33560,0,2600,14,0,0,4604
"1468",4,53210,0,11422,10,0,0,4993
"1469",1,9795,0,0,0,0,0,4960
"1470",4,16984,0,10334,15,0,0,4884
"1471",3,46349,0,33923,20,1100,2,4856
"1472",2,118079,0,43298,16,500,1,4867
"1473",1,29632,0,0,0,0,0,4898
"1474",3,164307,0,21704,14,0,0,4023
"1475",1,13490,0,0,0,0,0,4870
"1476",1,36296,0,5780,6,0,0,4600
"1477",3,190429,6168,27500,11,1500,3,4974
"1478",2,120447,0,53804,15,350,1,4840
"1479",1,35094,0,4000,11,0,0,4944
"1480",2,208804,0,56204,31,500,1,4429
"1481",1,30662,0,0,0,0,0,4996
"1482",2,157452,0,45312,18,0,0,4471
"1483",1,24266,0,2375,12,0,0,4111
"1484",2,49991,0,44146,27,2510,4,4803
"1485",1,42275,925,4100,6,1600,5,4712
"1486",1,59162,0,2520,7,0,0,4726
"1487",2,109625,0,63372,19,500,1,5056
"1488",1,30486,0,0,0,0,0,5051
"1489",2,240904,2288,63385,22,350,1,5045
"1490",1,266776,0,8370,30,6520,28,5042
"1491",4,20818,0,15214,4,0,0,5036
"1492",1,106509,0,1113,7,0,0,5036
"1493",1,65982,0,1750,4,750,3,5030
"1494",1,9002,0,1586,9,0,0,4933
"1495",4,16088,0,17872,15,0,0,4563
"1496",1,10079,0,569,8,0,0,4651
"1497",2,48863,0,71013,18,1050,3,4925
"1498",1,137402,0,950,6,200,3,4685
"1499",4,71076,1000,10000,1,0,0,4820
"1500",1,20630,0,2045,4,0,0,4643
"1501",4,119180,1467,9275,20,1300,6,4657
"1502",3,54116,1846,34997,14,0,0,4848
"1503",1,36665,0,1625,6,0,0,4747
"1504",2,507371,0,51765,18,450,1,4770
"1505",3,48721,0,18781,12,300,3,4672
"1506",3,391222,0,27471,20,1600,7,4905
"1507",4,88668,0,9889,15,100,1,4903
"1508",1,46074,0,2193,11,0,0,4419
"1509",1,1923,0,1170,2,0,0,4615
"1510",1,46030,0,4375,27,0,0,4566
"1511",1,31236,0,2250,13,0,0,4523
"1512",1,18351,0,0,0,0,0,4744
"1513",1,4779,0,600,2,0,0,4926
"1514",4,124775,1704,11564,8,700,2,4847
"1515",4,66923,0,17139,12,0,0,4875
"1516",1,24008,0,540,3,0,0,4901
"1517",1,118415,2329,4475,10,100,1,4545
"1518",4,2793,0,8000,3,0,0,4588
"1519",1,70464,0,4000,4,1000,2,4889
"1520",3,71930,0,32774,13,500,1,4300
"1521",1,126484,0,5942,13,3192,11,4758
"1522",4,39503,0,16671,18,2339,2,4884
"1523",1,7291,0,0,0,0,0,4104
"1524",3,4838,0,23592,16,500,1,5024
"1525",3,73811,0,25394,14,1000,2,5021
"1526",2,156219,0,55874,24,0,0,5015
"1527",3,114376,0,33949,15,0,0,5009
"1528",4,23965,0,7308,16,550,3,5003
"1529",1,45766,0,4550,11,1300,7,5002
"1530",2,57857,1099,62650,37,12400,29,4996
"1531",1,19998,0,4309,13,0,0,4995
"1532",1,29506,0,4826,16,500,2,4993
"1533",1,6020,1505,0,0,0,0,4986
"1534",3,27989,0,25369,16,2729,2,4981
"1535",3,21933,0,27166,15,550,1,4974
"1536",1,58758,0,6500,38,0,0,4974
"1537",3,86069,0,35282,21,0,0,4972
"1538",1,8350,0,2125,10,0,0,4967
"1539",4,26862,0,15510,15,0,0,4965
"1540",2,133853,0,68136,14,0,0,4960
"1541",1,72623,0,0,0,0,0,4957
"1542",4,36887,0,9048,11,0,0,4951
"1543",2,49737,0,60922,22,550,2,4946
"1544",1,53869,0,6750,26,0,0,4940
"1545",1,5264,0,0,0,0,0,4496
"1546",3,132132,6920,20443,18,1310,4,3916
"1547",2,319241,0,71867,36,0,0,4692
"1548",2,333346,2139,52013,31,4309,12,4469
"1549",1,22459,0,104,2,0,0,4215
"1550",4,65021,0,10369,12,0,0,3547
"1551",3,44205,0,28340,13,0,0,3676
"1552",1,18433,0,3174,9,0,0,3930
"1553",1,6341,0,3658,12,0,0,3706
"1554",1,3641,0,1164,3,0,0,3603
"1555",1,39207,0,965,3,0,0,3757
"1556",4,63362,0,16331,15,350,1,3544
"1557",4,220267,0,8500,4,0,0,4716
"1558",3,329,0,23492,14,0,0,4868
"1559",1,22424,0,648,2,0,0,3951
"1560",4,36805,0,13018,16,0,0,3799
"1561",1,63437,0,7160,15,0,0,4595
"1562",1,8962,4481,0,0,0,0,4198
"1563",1,7922,0,0,0,0,0,4491
"1564",1,113731,0,1700,5,700,4,4482
"1565",1,12612,0,0,0,0,0,4170
"1566",1,45916,0,675,6,500,2,2818
"1567",3,51324,0,20533,14,0,0,4408
"1568",4,412,0,13000,1,0,0,4761
"1569",1,8103,0,2750,15,0,0,4776
"1570",2,91237,0,78864,26,0,0,4321
"1571",1,17388,0,0,0,0,0,4232
"1572",1,52046,0,1058,8,683,7,3456
"1573",3,50015,0,20839,16,50,1,4497
"1574",4,45340,0,14063,16,500,1,4660
"1575",1,200963,0,6164,4,150,1,4782
"1576",4,85884,0,7742,9,0,0,4692
"1577",1,4236,0,3000,7,0,0,4148
"1578",1,55843,0,6000,3,0,0,4341
"1579",1,43000,0,1273,4,173,1,4646
"1580",1,5573,0,1958,17,0,0,3714
"1581",1,2080,0,0,0,0,0,4635
"1582",1,43686,0,4039,12,0,0,4328
"1583",1,11001,0,255,5,0,0,4315
"1584",3,10146,0,26633,12,0,0,4509
"1585",4,35062,0,16237,26,0,0,4152
"1586",1,11866,0,6139,9,0,0,4667
"1587",1,41048,0,1195,3,0,0,4856
"1588",1,25004,0,1113,3,0,0,4860
"1589",4,194074,1448,12500,6,0,0,4701
"1590",3,65952,0,34770,14,0,0,4827
"1591",1,265532,0,4652,13,0,0,4849
"1592",1,61286,0,1500,5,0,0,4755
"1593",3,118177,0,20910,18,402,1,4811
"1594",3,183370,0,30988,14,12988,9,4848
"1595",1,98608,0,969,12,0,0,4663
"1596",1,22529,0,5115,20,3400,16,4865
"1597",4,2502,0,15500,4,500,1,4761
"1598",2,123430,0,49987,17,0,0,4798
"1599",1,36219,0,4044,10,0,0,4595
"1600",3,61405,250,32316,20,1350,8,4828
"1601",1,3789,0,181,3,0,0,4756
"1602",1,16065,0,0,0,0,0,4456
"1603",2,404142,0,75509,13,0,0,4784
"1604",1,28733,0,0,0,0,0,4650
"1605",1,26965,0,7346,13,0,0,4653
"1606",2,278437,0,50888,26,0,0,4744
"1607",1,5074,0,500,1,0,0,4730
"1608",1,43338,0,1000,4,1000,4,4275
"1609",1,23551,0,2375,12,0,0,4663
"1610",1,32015,0,6000,6,0,0,4574
"1611",1,65435,0,1000,2,500,1,4786
"1612",1,39079,0,3070,5,0,0,4750
"1613",3,108616,0,36476,13,0,0,4644
"1614",2,80154,0,47270,14,0,0,4352
"1615",1,25563,0,303,8,0,0,3511
"1616",3,18007,0,33237,15,0,0,4665
"1617",3,51752,0,25962,20,0,0,4631
"1618",1,21540,0,1188,9,0,0,4791
"1619",2,233057,0,102840,11,0,0,4791
"1620",2,196079,0,56890,21,0,0,4791
"1621",1,276607,0,11430,14,6430,11,4791
"1622",1,20681,0,0,0,0,0,4939
"1623",3,155278,0,27200,16,0,0,4926
"1624",1,194949,0,10121,13,4621,10,4930
"1625",3,307260,783,40533,24,250,1,4791
"1626",3,105588,0,22973,3,0,0,4805
"1627",3,41366,0,27148,15,0,0,4806
"1628",1,59445,0,5500,21,500,2,4843
"1629",3,130920,2643,30299,20,1100,6,4793
"1630",4,49777,2360,12241,12,0,0,4777
"1631",3,58778,0,28325,13,0,0,4919
"1632",1,38224,0,2587,10,0,0,4824
"1633",2,93700,0,58745,14,0,0,4827
"1634",2,533120,0,120983,18,0,0,4827
"1635",3,34941,0,23718,16,0,0,4755
"1636",4,115197,0,17638,24,0,0,4820
"1637",1,31230,0,815,5,815,5,4931
"1638",4,98604,0,17490,15,0,0,4919
"1639",1,385195,0,0,0,0,0,4903
"1640",2,136104,0,68988,51,2069,8,4916
"1641",1,23984,0,2737,14,0,0,4905
"1642",2,169947,0,48140,21,0,0,4895
"1643",2,71264,0,94161,17,1000,2,4903
"1644",3,71610,0,20918,14,0,0,4895
"1645",4,151152,0,13635,21,1100,1,4895
"1646",3,164178,2364,35314,23,1100,3,4883
"1647",1,18601,0,100,1,0,0,4888
"1648",3,49331,0,23572,12,100,1,4888
"1649",1,43326,0,4164,12,0,0,4881
"1650",1,12112,0,0,0,0,0,4882
"1651",3,98343,0,31961,16,0,0,4971
"1652",2,83006,0,45167,13,0,0,4906
"1653",4,110980,0,12900,8,950,4,4853
"1654",3,78032,0,24046,23,0,0,4862
"1655",4,176262,0,12678,8,150,1,4862
"1656",4,239576,0,13301,12,0,0,4849
"1657",3,642756,0,37889,15,1000,2,4841
"1658",2,41370,0,51335,9,0,0,4842
"1659",1,92905,0,1766,10,0,0,4827
"1660",4,7430,0,10500,5,0,0,4791
"1661",1,68390,0,3450,3,950,2,4754
"1662",1,18366,0,1100,3,1100,3,4783
"1663",2,197673,0,48932,15,0,0,4775
"1664",3,11789,0,28756,20,900,2,4775
"1665",1,213539,0,2750,15,0,0,4751
"1666",1,13310,0,0,0,0,0,4755
"1667",2,207395,0,55903,17,500,1,4761
"1668",1,25688,2396,3103,10,0,0,4754
"1669",1,259582,0,3833,21,1762,9,4638
"1670",4,288379,0,15942,8,1442,5,4741
"1671",1,3580,0,130,3,0,0,4730
"1672",2,84305,0,78931,15,0,0,4734
"1673",1,4780,0,0,0,0,0,4733
"1674",2,88192,0,47848,22,500,1,4784
"1675",3,105665,0,31226,13,0,0,4727
"1676",4,24756,0,7720,26,500,2,4723
"1677",1,51304,1362,11611,40,10075,36,4708
"1678",1,12404,0,1950,7,1200,4,4701
"1679",1,80988,0,4413,5,0,0,4707
"1680",1,5617,0,4400,4,400,1,4706
"1681",2,68023,0,119512,33,500,1,4702
"1682",2,108100,0,45113,17,1000,2,4699
"1683",1,17470,0,4100,9,2500,5,4691
"1684",2,138332,0,67836,17,0,0,4692
"1685",1,4087,0,500,4,0,0,4684
"1686",3,40264,0,19137,13,0,0,4684
"1687",1,13290,0,3175,5,0,0,4679
"1688",2,130761,0,52423,15,0,0,4674
"1689",3,14371,0,28723,13,0,0,4671
"1690",3,25322,0,23821,16,0,0,4673
"1691",3,55356,0,23871,15,0,0,4660
"1692",2,134501,0,59855,32,1193,2,4663
"1693",3,63311,0,29318,11,0,0,4667
"1694",1,90307,0,3150,3,650,2,4664
"1695",4,2198,0,16070,12,0,0,4658
"1696",1,43749,5583,9557,5,0,0,4664
"1697",1,7730,0,375,3,0,0,4659
"1698",1,16171,0,2875,16,0,0,4656
"1699",4,192108,1000,10200,3,200,2,4656
"1700",4,35895,0,15720,11,0,0,4649
"1701",4,46578,0,8322,12,0,0,4645
"1702",1,54309,0,6772,7,250,1,4698
"1703",3,45613,0,29117,16,350,1,4625
"1704",3,297127,0,27415,16,0,0,4631
"1705",4,93148,0,7776,18,0,0,4631
"1706",1,27905,0,3794,11,0,0,4628
"1707",4,139983,0,17289,24,100,2,4629
"1708",2,188703,0,62973,53,500,1,4625
"1709",1,19479,0,2250,4,0,0,4625
"1710",1,63635,0,5175,31,50,1,4622
"1711",2,77203,0,66817,16,0,0,4646
"1712",1,19020,0,330,3,0,0,4614
"1713",1,61172,0,6875,10,0,0,4609
"1714",1,7342,0,0,0,0,0,4604
"1715",4,62076,0,11221,15,1050,2,4603
"1716",1,13046,0,0,0,0,0,4597
"1717",3,11527,0,16874,27,3880,6,4583
"1718",2,77814,0,43914,17,0,0,4587
"1719",2,75303,0,74990,15,0,0,4598
"1720",1,7545,0,616,6,0,0,4587
"1721",1,26972,0,0,0,0,0,4587
"1722",2,184805,0,52755,22,0,0,4726
"1723",2,93971,0,62023,22,450,3,4580
"1724",3,66328,0,40522,14,0,0,4575
"1725",3,51745,0,41377,14,0,0,4606
"1726",2,64341,0,63621,13,0,0,4568
"1727",1,49708,0,0,0,0,0,4560
"1728",3,46926,0,27889,15,0,0,4554
"1729",3,199418,1000,25590,39,3199,9,4548
"1730",1,9126,0,1202,13,350,1,4554
"1731",3,95109,0,26149,8,0,0,4593
"1732",3,65706,0,21958,17,0,0,4534
"1733",3,9862,0,31280,15,0,0,4545
"1734",2,253349,0,68947,18,1000,2,4545
"1735",1,25541,0,660,3,0,0,4520
"1736",1,5580,0,60,2,0,0,4533
"1737",3,37514,0,35874,31,500,1,4537
"1738",1,67083,0,4600,4,500,1,4532
"1739",3,92646,0,27177,16,0,0,4523
"1740",1,21110,0,3402,12,0,0,4516
"1741",2,102570,0,70503,20,0,0,4524
"1742",1,15876,0,0,0,0,0,4512
"1743",1,8957,0,0,0,0,0,4509
"1744",1,5375,0,2000,9,0,0,4509
"1745",3,109114,0,31956,27,0,0,4512
"1746",1,23432,0,1162,10,0,0,4510
"1747",3,111384,0,26669,14,0,0,4505
"1748",1,69880,0,4635,5,0,0,4552
"1749",1,11289,0,1500,5,0,0,4492
"1750",1,119676,500,550,4,550,4,4485
"1751",1,21847,0,929,4,903,3,4491
"1752",3,40808,0,38612,27,400,2,4490
"1753",3,47509,0,21210,10,1000,2,4490
"1754",4,20248,0,18507,37,1700,5,4488
"1755",1,3441,0,1643,6,0,0,4484
"1756",4,35216,0,9959,14,0,0,4481
"1757",4,63036,0,9006,14,0,0,4475
"1758",3,20844,0,20844,10,0,0,4474
"1759",1,42420,0,1000,1,0,0,4461
"1760",1,36254,0,7232,7,0,0,4453
"1761",4,22412,0,11654,12,0,0,4460
"1762",1,11512,0,3667,14,0,0,4460
"1763",1,1703,0,1230,4,0,0,4390
"1764",4,51471,0,15505,32,412,1,4450
"1765",1,70518,0,2000,3,1000,2,4450
"1766",3,431824,0,30480,16,500,1,4443
"1767",3,25577,0,33420,18,0,0,4432
"1768",4,17111,0,13577,10,0,0,4434
"1769",4,99336,0,14195,14,500,1,4453
"1770",1,67612,0,0,0,0,0,4442
"1771",1,38918,0,6505,29,618,2,4442
"1772",4,72812,0,16930,17,50,1,4442
"1773",1,134937,0,500,1,0,0,4427
"1774",3,121688,0,31631,15,0,0,4420
"1775",3,162410,0,20203,17,0,0,4420
"1776",1,59821,500,4200,4,200,2,4419
"1777",1,96053,0,2200,6,2200,6,4391
"1778",3,171946,0,19198,28,0,0,4397
"1779",1,15737,0,220,3,0,0,4404
"1780",4,77814,0,14786,11,0,0,4394
"1781",1,53768,0,4798,16,450,1,4387
"1782",3,245731,0,34322,35,0,0,4385
"1783",4,87366,0,18012,16,0,0,4380
"1784",3,56461,0,40190,14,0,0,4359
"1785",4,46855,0,8845,17,0,0,4379
"1786",1,53027,0,0,0,0,0,4585
"1787",2,96610,0,66298,22,0,0,4362
"1788",4,61450,0,7927,10,0,0,4383
"1789",1,18538,0,2200,3,0,0,4344
"1790",4,28319,0,18449,13,0,0,4392
"1791",4,107360,0,15641,15,0,0,4423
"1792",4,32510,0,14568,13,0,0,4341
"1793",1,9753,0,1235,3,0,0,4343
"1794",1,13033,0,1625,6,0,0,4334
"1795",1,17609,0,803,5,803,5,4317
"1796",1,104052,0,6016,12,0,0,4331
"1797",1,13878,0,0,0,0,0,4317
"1798",1,7254,0,0,0,0,0,4323
"1799",1,12560,0,1282,6,1282,6,4324
"1800",4,94938,0,12999,21,0,0,4310
"1801",3,86143,0,29652,11,500,1,4317
"1802",3,138512,0,30130,15,50,1,4313
"1803",1,66875,0,3206,17,0,0,4308
"1804",3,96026,0,25670,19,0,0,4310
"1805",1,31572,0,0,0,0,0,4299
"1806",1,11834,0,0,0,0,0,4306
"1807",3,23552,0,36165,11,0,0,4300
"1808",4,66052,0,8380,8,0,0,4301
"1809",1,55639,0,2750,15,0,0,4299
"1810",1,68226,0,3147,8,200,2,4299
"1811",2,37953,0,62571,28,0,0,4282
"1812",1,17810,0,1375,4,0,0,4294
"1813",1,21915,0,7000,33,0,0,4289
"1814",1,32563,0,4200,3,200,1,4282
"1815",1,49479,0,5500,24,100,1,4282
"1816",3,23854,0,22498,18,250,3,4274
"1817",1,60049,0,0,0,0,0,4278
"1818",3,75112,0,35532,14,500,1,4271
"1819",1,19787,0,2016,9,500,1,4258
"1820",3,30664,0,21242,22,700,5,4268
"1821",1,91716,0,6978,12,0,0,4267
"1822",1,219174,0,4500,5,2000,4,4265
"1823",3,16495,0,18779,11,0,0,4261
"1824",4,25963,0,8183,25,0,0,4244
"1825",1,1701,0,10,1,0,0,4260
"1826",1,73852,0,0,0,0,0,4252
"1827",1,12791,0,0,0,0,0,4246
"1828",1,39020,0,1295,4,0,0,4246
"1829",4,1076,0,11379,8,0,0,4233
"1830",1,34443,1440,2125,10,0,0,4233
"1831",1,4735,0,275,2,0,0,4257
"1832",1,41279,967,3664,4,3164,3,4233
"1833",1,4708,0,1000,1,0,0,4232
"1834",4,63090,0,12059,20,350,3,4231
"1835",2,156544,0,46593,13,0,0,4225
"1836",1,12239,0,2912,5,0,0,4226
"1837",4,101464,0,14610,13,0,0,4223
"1838",3,55147,0,29219,13,0,0,4225
"1839",3,59424,0,36600,23,1000,3,4211
"1840",1,52084,0,4836,7,0,0,4222
"1841",2,368535,0,146201,21,2600,6,4210
"1842",2,116288,0,65073,18,0,0,4209
"1843",3,114508,0,29960,22,1250,8,4226
"1844",1,456509,0,500,1,500,1,4201
"1845",1,19634,0,0,0,0,0,4198
"1846",3,56258,0,38591,23,500,1,4197
"1847",2,102373,0,67212,33,6600,14,4190
"1848",1,20426,0,3993,7,3493,6,4194
"1849",2,13034,0,60000,6,0,0,4169
"1850",3,22455,0,38814,17,0,0,4175
"1851",1,11604,0,95,2,0,0,4177
"1852",3,72510,0,31469,12,0,0,4169
"1853",1,33383,0,0,0,0,0,4163
"1854",4,181200,0,7514,21,0,0,4159
"1855",4,17500,0,17500,2,0,0,4167
"1856",1,22751,0,4500,9,4500,9,4166
